3628 | 0
4056 | 0
4420 | 1
4729 | 1
5204 | 0
5504 | 0
5881 | 1
6695 | 0
7483 | 1
7814 | 1
8208 | 0
8524 | 0
8891 | 0
9772 | 0
10111 | 0
10496 | 1
10850 | 1
11236 | 0
11569 | 1
11933 | 0
12281 | 1
12729 | 0
13047 | 0
13491 | 1
13870 | 1
14273 | 0
14655 | 1
14833 | 0
15804 | 0
17183 | 1
18752 | 0
19411 | 1
20148 | 0
20455 | 0
20891 | 1
21236 | 1
21662 | 0
22444 | 0
22872 | 0
23897 | 1
24310 | 1
24694 | 1
25433 | 0
26162 | 1
26529 | 0
26982 | 0
27370 | 0
27798 | 0
29320 | 1
30799 | 0
31436 | 1
32220 | 0
32561 | 0
32952 | 1
33326 | 1
33750 | 0
34538 | 0
35197 | 0
35561 | 1
35931 | 0
36336 | 1
36731 | 0
38278 | 0
38698 | 1
39087 | 0
39447 | 1
39841 | 0
40567 | 1
41278 | 0 | 818
42829 | 1 | 1171
44320 | 0
44996 | 1
45738 | 0 | 445
46578 | 1 | 486
47310 | 0 | 956
48804 | 1
49512 | 0
50278 | 1
50613 | 1
50960 | 1
51777 | 0
52100 | 0
52486 | 1
52828 | 1
53192 | 0
53539 | 0
53932 | 1
54728 | 0
55461 | 1
55807 | 1
56179 | 0
57701 | 0
58423 | 0
59320 | 1
59985 | 1
60731 | 0
61053 | 0
61444 | 0
61839 | 0
62199 | 1
63810 | 0
64118 | 0
64519 | 1
64846 | 1
65239 | 0
65578 | 0
65968 | 1
66773 | 0
67094 | 0
67487 | 1
67808 | 1
68192 | 0
69725 | 0
70338 | 1
71236 | 0
71587 | 0
71987 | 1
72353 | 1
72770 | 0
73087 | 0
73520 | 1
73903 | 1
74303 | 0
74619 | 0
74953 | 0
75754 | 0 | 1249
77321 | 1 | 1150
78775 | 0
79120 | 0
79520 | 1
79886 | 1
80270 | 0
80669 | 0
81036 | 0
81436 | 0
81837 | 0
82619 | 1
83321 | 0
83686 | 0
84053 | 0
84853 | 1
85570 | 0
86287 | 1
87136 | 0
87853 | 1
88570 | 1
89336 | 0
89703 | 0
90086 | 0
90470 | 0
90836 | 1
91553 | 1
92304 | 0
92670 | 0
93037 | 0
93420 | 0
93820 | 1
94505 | 1
94920 | 1
95303 | 0
95653 | 0
96036 | 1
96403 | 0
96770 | 1
97120 | 1
97570 | 0
97953 | 0
98353 | 1
98688 | 1
99053 | 1
99803 | 0
101320 | 1 | 684
102819 | 0
105770 | 1
106520 | 0
107186 | 1
107953 | 0
108720 | 1
109403 | 1
110153 | 0
111836 | 1
112136 | 1
112503 | 0
112820 | 0
113203 | 1
113570 | 1
113936 | 0
114786 | 1
115086 | 1
115471 | 0
115819 | 0
116170 | 1
117737 | 0
118020 | 0
118436 | 1
118819 | 1
119203 | 0
119553 | 0
119986 | 1
120336 | 1
120736 | 0
121069 | 0
121469 | 1
121853 | 1
122253 | 0
122619 | 0
123053 | 0
123436 | 0
123787 | 0
125319 | 0
125653 | 0
126020 | 1
126370 | 1
126770 | 0
127087 | 0
127470 | 1
128320 | 0
128669 | 0
129053 | 1
129419 | 1
129786 | 0
130136 | 0
130437 | 0
131270 | 1
131603 | 1
132003 | 0
132370 | 0
132769 | 1
133120 | 1
133519 | 0
133870 | 0
134253 | 1
134620 | 1
135037 | 0
135403 | 0
135805 | 1
136155 | 1
136505 | 1
