1797 | 0
2678 | 1
3566 | 0
5199 | 0
6133 | 1
6916 | 0
7736 | 0 | 592
8616 | 1 | 950
10244 | 0 | 591
11210 | 1 | 558
12127 | 0 | 1051
15327 | 0
15761 | 1
16212 | 0
16410 | 0
16677 | 1
17128 | 0
17544 | 1
17977 | 0
18160 | 0
18397 | 1
18827 | 0
19260 | 1
19678 | 0
19877 | 0
20110 | 1
20544 | 0
20960 | 1
21427 | 0
21627 | 0
21860 | 1
22277 | 0
22677 | 1
23111 | 0
23294 | 0
23511 | 1
23928 | 0
24360 | 1
24760 | 0
24944 | 0
25178 | 1
25644 | 0
26043 | 1
26444 | 0
26644 | 0
26894 | 1
27294 | 0
27727 | 1
28160 | 0
28344 | 0
28577 | 1
28994 | 0
32194 | 1
32428 | 0
34060 | 0
34861 | 1
35727 | 0
36194 | 0
36610 | 0
37044 | 0
37477 | 1
37910 | 1
38360 | 1
38777 | 1
39195 | 0
39610 | 1
40011 | 0
40427 | 1
40844 | 0 | 523
41711 | 1 | 506
42562 | 0
43012 | 1
43210 | 1
43843 | 0
44260 | 1
44744 | 0
44929 | 0
45527 | 1
45977 | 0
46410 | 1
46610 | 1
47227 | 0
47643 | 1
48093 | 0
48310 | 0
48946 | 1
49344 | 0
49727 | 0
49960 | 0
50960 | 1
51461 | 1
51660 | 1
52561 | 0
53060 | 1
53261 | 0 | 1286
55944 | 0
56410 | 0
56844 | 0
57694 | 1
58129 | 1
58560 | 1
59410 | 0
59828 | 1
60277 | 0
60695 | 1
61061 | 0
61494 | 0
61743 | 0
62778 | 0
63211 | 1
63427 | 1
64493 | 1
64927 | 0
65144 | 0
66128 | 0
66660 | 1
67077 | 0
67477 | 1
67861 | 0
68294 | 0
68694 | 0
69561 | 0
69960 | 1
70377 | 1
71212 | 0
71644 | 0
72060 | 0
72993 | 1
73377 | 1
73777 | 0
74160 | 0
74593 | 1
74994 | 1
75427 | 1
76294 | 0
77895 | 1
78660 | 1
79295 | 1
79710 | 1
81295 | 0 | 1232
83060 | 0
83461 | 1
83914 | 0
84111 | 0
84343 | 1
84760 | 0
85177 | 1
85628 | 0
85810 | 0
86060 | 1
86494 | 0
86893 | 1
87360 | 0
87529 | 0
87778 | 1
88227 | 0
88610 | 1
89011 | 0
89177 | 0
89443 | 1
89894 | 0
90327 | 1
90743 | 0
90944 | 0
91194 | 1
91577 | 0
92022 | 1
92444 | 0
92644 | 0
92894 | 1
93294 | 0
93711 | 1
94127 | 0
94327 | 0
94566 | 1
94960 | 0
95360 | 1
95777 | 0
95944 | 0
96212 | 1
96677 | 0
97528 | 1
98310 | 0
99977 | 0
100860 | 1
101710 | 0
102528 | 0 | 592
103477 | 1 | 900
105027 | 0 | 623
106010 | 1 | 508
106828 | 0 | 686
108462 | 1
109143 | 0 | 1052
